data,fornitore,area,fascia_anagrafica,nuovi_vaccinati,sesso_maschile,sesso_femminile,operatori_sanitari,personale_non_sanitario,ospiti_rsa,over80,prima_dose,seconda_dose
2021-01-06,Pfizer/BioNTech,TOS,20-29,898,296,602,890,3,5,0,898,0
2021-01-06,Pfizer/BioNTech,TOS,30-39,817,285,532,810,1,6,0,817,0
2021-01-06,Pfizer/BioNTech,TOS,40-49,824,232,592,807,1,16,0,824,0
2021-01-06,Pfizer/BioNTech,TOS,50-59,994,270,724,966,3,25,0,994,0
2021-01-06,Pfizer/BioNTech,TOS,60-69,492,217,275,456,2,34,0,492,0
2021-01-06,Pfizer/BioNTech,TOS,70-79,139,85,54,48,0,91,0,139,0
2021-01-06,Pfizer/BioNTech,TOS,80-89,181,57,124,2,0,179,0,181,0
2021-01-06,Pfizer/BioNTech,TOS,90+,168,17,151,1,0,167,0,168,0
2021-01-06,Pfizer/BioNTech,UMB,20-29,52,17,35,52,0,0,0,52,0
2021-01-06,Pfizer/BioNTech,UMB,30-39,161,63,98,160,1,0,0,161,0
2021-01-06,Pfizer/BioNTech,UMB,40-49,183,62,121,183,0,0,0,183,0
2021-01-06,Pfizer/BioNTech,UMB,50-59,240,59,181,239,1,0,0,240,0
2021-01-06,Pfizer/BioNTech,UMB,60-69,197,113,84,196,1,0,0,197,0
2021-01-06,Pfizer/BioNTech,UMB,70-79,9,9,0,9,0,0,0,9,0
2021-01-06,Pfizer/BioNTech,VDA,20-29,7,6,1,0,7,0,0,7,0
2021-01-06,Pfizer/BioNTech,VDA,30-39,7,3,4,0,7,0,0,7,0
2021-01-06,Pfizer/BioNTech,VDA,40-49,8,5,3,0,8,0,0,8,0
2021-01-06,Pfizer/BioNTech,VDA,50-59,11,7,4,0,11,0,0,11,0
2021-01-06,Pfizer/BioNTech,VDA,60-69,12,8,4,0,12,0,0,12,0
2021-01-06,Pfizer/BioNTech,VDA,70-79,5,3,2,0,5,0,0,5,0
2021-01-06,Pfizer/BioNTech,VDA,80-89,6,0,6,0,6,0,0,6,0
2021-01-06,Pfizer/BioNTech,VDA,90+,9,1,8,0,9,0,0,9,0
2021-01-06,Pfizer/BioNTech,VEN,16-19,11,5,6,7,4,0,0,11,0
2021-01-06,Pfizer/BioNTech,VEN,20-29,944,280,664,864,72,8,0,944,0
2021-01-06,Pfizer/BioNTech,VEN,30-39,1261,444,817,1139,117,5,0,1261,0
2021-01-06,Pfizer/BioNTech,VEN,40-49,1859,458,1401,1670,171,18,0,1859,0
2021-01-06,Pfizer/BioNTech,VEN,50-59,2407,547,1860,2077,289,41,0,2407,0
2021-01-06,Pfizer/BioNTech,VEN,60-69,846,431,415,679,108,59,0,846,0
2021-01-06,Pfizer/BioNTech,VEN,70-79,174,100,74,53,16,105,0,174,0
2021-01-06,Pfizer/BioNTech,VEN,80-89,303,71,232,2,5,296,0,303,0
2021-01-06,Pfizer/BioNTech,VEN,90+,261,25,236,0,0,261,0,261,0
2021-01-07,Pfizer/BioNTech,ABR,20-29,146,40,106,146,0,0,0,146,0
2021-01-07,Pfizer/BioNTech,ABR,30-39,279,97,182,276,3,0,0,279,0
2021-01-07,Pfizer/BioNTech,ABR,40-49,383,117,266,374,9,0,0,383,0
2021-01-07,Pfizer/BioNTech,ABR,50-59,489,143,346,474,15,0,0,489,0
2021-01-07,Pfizer/BioNTech,ABR,60-69,288,138,150,278,10,0,0,288,0
2021-01-07,Pfizer/BioNTech,ABR,70-79,18,17,1,18,0,0,0,18,0
2021-01-07,Pfizer/BioNTech,BAS,20-29,27,9,18,13,14,0,0,27,0
2021-01-07,Pfizer/BioNTech,BAS,30-39,68,33,35,36,31,1,0,68,0
2021-01-07,Pfizer/BioNTech,BAS,40-49,151,67,84,52,96,3,0,151,0
2021-01-07,Pfizer/BioNTech,BAS,50-59,172,71,101,71,99,2,0,172,0
2021-01-07,Pfizer/BioNTech,BAS,60-69,196,126,70,103,90,3,0,196,0
2021-01-07,Pfizer/BioNTech,BAS,70-79,8,7,1,4,0,4,0,8,0
2021-01-07,Pfizer/BioNTech,BAS,80-89,9,5,4,1,1,7,0,9,0
2021-01-07,Pfizer/BioNTech,BAS,90+,10,2,8,0,1,9,0,10,0
2021-01-07,Pfizer/BioNTech,CAL,16-19,0,0,0,0,0,0,0,0,0
2021-01-07,Pfizer/BioNTech,CAL,20-29,158,74,84,128,30,0,0,158,0
2021-01-07,Pfizer/BioNTech,CAL,30-39,466,220,246,434,32,0,0,466,0
2021-01-07,Pfizer/BioNTech,CAL,40-49,564,254,310,487,77,0,0,564,0
2021-01-07,Pfizer/BioNTech,CAL,50-59,943,411,532,851,92,0,0,943,0
2021-01-07,Pfizer/BioNTech,CAL,60-69,717,441,276,650,67,0,0,717,0
2021-01-07,Pfizer/BioNTech,CAL,70-79,27,25,2,26,1,0,0,27,0
2021-01-07,Pfizer/BioNTech,CAL,80-89,5,1,4,3,2,0,0,5,0
2021-01-07,Pfizer/BioNTech,CAL,90+,0,0,0,0,0,0,0,0,0
2021-01-07,Pfizer/BioNTech,CAM,16-19,5,3,2,5,0,0,0,5,0
2021-01-07,Pfizer/BioNTech,CAM,20-29,561,205,356,424,137,0,0,561,0
2021-01-07,Pfizer/BioNTech,CAM,30-39,1474,658,816,1056,418,0,0,1474,0
2021-01-07,Pfizer/BioNTech,CAM,40-49,1706,646,1060,1248,455,3,0,1706,0
2021-01-07,Pfizer/BioNTech,CAM,50-59,2598,1153,1445,1880,699,19,0,2598,0
2021-01-07,Pfizer/BioNTech,CAM,60-69,2105,1268,837,1584,495,26,0,2105,0
2021-01-07,Pfizer/BioNTech,CAM,70-79,203,158,45,90,37,76,0,203,0
2021-01-07,Pfizer/BioNTech,CAM,80-89,145,48,97,10,13,122,0,145,0
2021-01-07,Pfizer/BioNTech,CAM,90+,86,15,71,1,3,82,0,86,0
2021-01-07,Pfizer/BioNTech,EMR,16-19,6,4,2,2,4,0,0,6,0
2021-01-07,Pfizer/BioNTech,EMR,20-29,967,281,686,750,216,1,0,967,0
2021-01-07,Pfizer/BioNTech,EMR,30-39,1707,661,1046,1315,390,2,0,1707,0
2021-01-07,Pfizer/BioNTech,EMR,40-49,2142,607,1535,1624,513,5,0,2142,0
2021-01-07,Pfizer/BioNTech,EMR,50-59,2503,675,1828,1832,650,21,0,2503,0
2021-01-07,Pfizer/BioNTech,EMR,60-69,1328,584,744,891,397,40,0,1328,0
2021-01-07,Pfizer/BioNTech,EMR,70-79,355,267,88,130,107,118,0,355,0
2021-01-07,Pfizer/BioNTech,EMR,80-89,338,120,218,11,51,276,0,338,0
2021-01-07,Pfizer/BioNTech,EMR,90+,301,43,258,2,31,268,0,301,0
2021-01-07,Pfizer/BioNTech,FVG,20-29,241,77,164,227,14,0,0,241,0
2021-01-07,Pfizer/BioNTech,FVG,30-39,368,136,232,340,27,1,0,368,0
2021-01-07,Pfizer/BioNTech,FVG,40-49,476,131,345,418,56,2,0,476,0
2021-01-07,Pfizer/BioNTech,FVG,50-59,560,158,402,479,79,2,0,560,0
2021-01-07,Pfizer/BioNTech,FVG,60-69,287,128,159,243,39,5,0,287,0
2021-01-07,Pfizer/BioNTech,FVG,70-79,66,52,14,43,6,17,0,66,0
2021-01-07,Pfizer/BioNTech,FVG,80-89,41,23,18,6,0,35,0,41,0
2021-01-07,Pfizer/BioNTech,FVG,90+,50,13,37,2,0,48,0,50,0
2021-01-07,Pfizer/BioNTech,LAZ,16-19,3,2,1,3,0,0,0,3,0
2021-01-07,Pfizer/BioNTech,LAZ,20-29,752,250,502,725,27,0,0,752,0
2021-01-07,Pfizer/BioNTech,LAZ,30-39,1386,538,848,1319,62,5,0,1386,0
2021-01-07,Pfizer/BioNTech,LAZ,40-49,1604,527,1077,1495,89,20,0,1604,0
2021-01-07,Pfizer/BioNTech,LAZ,50-59,2042,728,1314,1869,134,39,0,2042,0
2021-01-07,Pfizer/BioNTech,LAZ,60-69,1356,637,719,1226,66,64,0,1356,0
2021-01-07,Pfizer/BioNTech,LAZ,70-79,201,114,87,92,12,97,0,201,0
2021-01-07,Pfizer/BioNTech,LAZ,80-89,202,54,148,8,8,186,0,202,0
2021-01-07,Pfizer/BioNTech,LAZ,90+,157,33,124,1,2,154,0,157,0
2021-01-07,Pfizer/BioNTech,LIG,16-19,2,2,0,1,1,0,0,2,0
2021-01-07,Pfizer/BioNTech,LIG,20-29,182,59,123,117,65,0,0,182,0
2021-01-07,Pfizer/BioNTech,LIG,30-39,364,153,211,287,77,0,0,364,0
2021-01-07,Pfizer/BioNTech,LIG,40-49,539,155,384,430,107,2,0,539,0
2021-01-07,Pfizer/BioNTech,LIG,50-59,921,271,650,727,186,8,0,921,0
2021-01-07,Pfizer/BioNTech,LIG,60-69,509,246,263,394,103,12,0,509,0
2021-01-07,Pfizer/BioNTech,LIG,70-79,97,56,41,15,28,54,0,97,0
2021-01-07,Pfizer/BioNTech,LIG,80-89,141,39,102,0,5,136,0,141,0
2021-01-07,Pfizer/BioNTech,LIG,90+,136,16,120,0,0,136,0,136,0
2021-01-07,Pfizer/BioNTech,LOM,16-19,3,2,1,1,2,0,0,3,0
2021-01-07,Pfizer/BioNTech,LOM,20-29,937,265,672,64,873,0,0,937,0
2021-01-07,Pfizer/BioNTech,LOM,30-39,1954,719,1235,151,1803,0,0,1954,0
2021-01-07,Pfizer/BioNTech,LOM,40-49,2494,685,1809,229,2265,0,0,2494,0
2021-01-07,Pfizer/BioNTech,LOM,50-59,3442,869,2573,371,3071,0,0,3442,0
2021-01-07,Pfizer/BioNTech,LOM,60-69,1410,645,765,131,1279,0,0,1410,0
2021-01-07,Pfizer/BioNTech,LOM,70-79,180,107,73,2,178,0,0,180,0
2021-01-07,Pfizer/BioNTech,LOM,80-89,252,59,193,0,252,0,0,252,0
2021-01-07,Pfizer/BioNTech,LOM,90+,260,34,226,0,260,0,0,260,0
2021-01-07,Pfizer/BioNTech,MAR,20-29,143,46,97,125,18,0,0,143,0
2021-01-07,Pfizer/BioNTech,MAR,30-39,378,147,231,336,42,0,0,378,0
2021-01-07,Pfizer/BioNTech,MAR,40-49,430,131,299,358,72,0,0,430,0
2021-01-07,Pfizer/BioNTech,MAR,50-59,545,154,391,418,127,0,0,545,0
2021-01-07,Pfizer/BioNTech,MAR,60-69,278,129,149,216,62,0,0,278,0
2021-01-07,Pfizer/BioNTech,MAR,70-79,27,26,1,26,1,0,0,27,0
2021-01-07,Pfizer/BioNTech,MOL,20-29,24,14,10,18,6,0,0,24,0
2021-01-07,Pfizer/BioNTech,MOL,30-39,60,30,30,51,9,0,0,60,0
2021-01-07,Pfizer/BioNTech,MOL,40-49,92,31,61,81,11,0,0,92,0
2021-01-07,Pfizer/BioNTech,MOL,50-59,162,51,111,144,17,1,0,162,0
2021-01-07,Pfizer/BioNTech,MOL,60-69,114,47,67,100,6,8,0,114,0
2021-01-07,Pfizer/BioNTech,MOL,70-79,21,11,10,1,1,19,0,21,0
2021-01-07,Pfizer/BioNTech,MOL,80-89,60,16,44,0,2,58,0,60,0
2021-01-07,Pfizer/BioNTech,MOL,90+,61,8,53,0,2,59,0,61,0
2021-01-07,Pfizer/BioNTech,PAB,20-29,61,22,39,30,31,0,0,61,0
2021-01-07,Pfizer/BioNTech,PAB,30-39,126,45,81,46,80,0,0,126,0
2021-01-07,Pfizer/BioNTech,PAB,40-49,221,61,160,100,121,0,0,221,0
2021-01-07,Pfizer/BioNTech,PAB,50-59,287,99,188,117,170,0,0,287,0
2021-01-07,Pfizer/BioNTech,PAB,60-69,109,49,60,43,66,0,0,109,0
2021-01-07,Pfizer/BioNTech,PAB,70-79,20,12,8,3,17,0,0,20,0
2021-01-07,Pfizer/BioNTech,PAB,80-89,36,14,22,0,36,0,0,36,0
2021-01-07,Pfizer/BioNTech,PAB,90+,23,6,17,0,23,0,0,23,0
2021-01-07,Pfizer/BioNTech,PAT,16-19,2,0,2,1,1,0,0,2,0
2021-01-07,Pfizer/BioNTech,PAT,20-29,109,20,89,104,5,0,0,109,0
2021-01-07,Pfizer/BioNTech,PAT,30-39,124,47,77,117,7,0,0,124,0
2021-01-07,Pfizer/BioNTech,PAT,40-49,190,52,138,175,15,0,0,190,0
2021-01-07,Pfizer/BioNTech,PAT,50-59,220,52,168,196,16,8,0,220,0
2021-01-07,Pfizer/BioNTech,PAT,60-69,83,26,57,51,6,26,0,83,0
2021-01-07,Pfizer/BioNTech,PAT,70-79,97,37,60,3,5,89,0,97,0
2021-01-07,Pfizer/BioNTech,PAT,80-89,246,56,190,1,9,236,0,246,0
2021-01-07,Pfizer/BioNTech,PAT,90+,200,20,180,0,6,194,0,200,0
2021-01-07,Pfizer/BioNTech,PIE,16-19,5,3,2,3,2,0,0,5,0
2021-01-07,Pfizer/BioNTech,PIE,20-29,414,130,284,368,46,0,0,414,0
2021-01-07,Pfizer/BioNTech,PIE,30-39,857,324,533,772,85,0,0,857,0
2021-01-07,Pfizer/BioNTech,PIE,40-49,1123,293,830,964,159,0,0,1123,0
2021-01-07,Pfizer/BioNTech,PIE,50-59,1746,467,1279,1360,385,1,0,1746,0
2021-01-07,Pfizer/BioNTech,PIE,60-69,802,367,435,616,175,11,0,802,0
2021-01-07,Pfizer/BioNTech,PIE,70-79,102,72,30,33,23,46,0,102,0
2021-01-07,Pfizer/BioNTech,PIE,80-89,152,46,106,8,2,142,0,152,0
2021-01-07,Pfizer/BioNTech,PIE,90+,122,15,107,1,0,121,0,122,0
2021-01-07,Pfizer/BioNTech,PUG,16-19,1,1,0,1,0,0,0,1,0
2021-01-07,Pfizer/BioNTech,PUG,20-29,361,120,241,339,22,0,0,361,0
2021-01-07,Pfizer/BioNTech,PUG,30-39,980,411,569,899,80,1,0,980,0
2021-01-07,Pfizer/BioNTech,PUG,40-49,1286,489,797,1170,114,2,0,1286,0
2021-01-07,Pfizer/BioNTech,PUG,50-59,1671,690,981,1505,162,4,0,1671,0
2021-01-07,Pfizer/BioNTech,PUG,60-69,1141,641,500,994,139,8,0,1141,0
2021-01-07,Pfizer/BioNTech,PUG,70-79,73,49,24,31,5,37,0,73,0
2021-01-07,Pfizer/BioNTech,PUG,80-89,100,21,79,1,0,99,0,100,0
2021-01-07,Pfizer/BioNTech,PUG,90+,69,14,55,0,0,69,0,69,0
2021-01-07,Pfizer/BioNTech,SAR,16-19,1,0,1,1,0,0,0,1,0
2021-01-07,Pfizer/BioNTech,SAR,20-29,195,65,130,185,10,0,0,195,0
2021-01-07,Pfizer/BioNTech,SAR,30-39,592,219,373,521,71,0,0,592,0
2021-01-07,Pfizer/BioNTech,SAR,40-49,680,224,456,562,118,0,0,680,0
2021-01-07,Pfizer/BioNTech,SAR,50-59,1050,313,737,910,140,0,0,1050,0
2021-01-07,Pfizer/BioNTech,SAR,60-69,570,245,325,508,62,0,0,570,0
2021-01-07,Pfizer/BioNTech,SAR,70-79,7,6,1,3,4,0,0,7,0
2021-01-07,Pfizer/BioNTech,SIC,16-19,10,6,4,7,3,0,0,10,0
2021-01-07,Pfizer/BioNTech,SIC,20-29,902,357,545,799,102,1,0,902,0
2021-01-07,Pfizer/BioNTech,SIC,30-39,1437,630,807,1265,172,0,0,1437,0
2021-01-07,Pfizer/BioNTech,SIC,40-49,1927,810,1117,1602,323,2,0,1927,0
2021-01-07,Pfizer/BioNTech,SIC,50-59,2651,1168,1483,2263,378,10,0,2651,0
2021-01-07,Pfizer/BioNTech,SIC,60-69,1952,1112,840,1719,217,16,0,1952,0
2021-01-07,Pfizer/BioNTech,SIC,70-79,168,125,43,111,16,41,0,168,0
2021-01-07,Pfizer/BioNTech,SIC,80-89,112,38,74,12,6,94,0,112,0
2021-01-07,Pfizer/BioNTech,SIC,90+,51,8,43,2,1,48,0,51,0
2021-01-07,Pfizer/BioNTech,TOS,16-19,2,1,1,1,0,1,0,2,0
2021-01-07,Pfizer/BioNTech,TOS,20-29,878,254,624,866,0,12,0,878,0
2021-01-07,Pfizer/BioNTech,TOS,30-39,980,321,659,956,10,14,0,980,0
2021-01-07,Pfizer/BioNTech,TOS,40-49,1212,302,910,1176,2,34,0,1212,0
2021-01-07,Pfizer/BioNTech,TOS,50-59,1644,426,1218,1560,11,73,0,1644,0
2021-01-07,Pfizer/BioNTech,TOS,60-69,779,304,475,709,7,63,0,779,0
2021-01-07,Pfizer/BioNTech,TOS,70-79,94,48,46,26,0,68,0,94,0
2021-01-07,Pfizer/BioNTech,TOS,80-89,187,45,142,3,0,184,0,187,0
2021-01-07,Pfizer/BioNTech,TOS,90+,209,40,169,2,0,207,0,209,0
2021-01-07,Pfizer/BioNTech,UMB,20-29,47,10,37,47,0,0,0,47,0
2021-01-07,Pfizer/BioNTech,UMB,30-39,166,52,114,166,0,0,0,166,0
2021-01-07,Pfizer/BioNTech,UMB,40-49,200,64,136,198,0,2,0,200,0
2021-01-07,Pfizer/BioNTech,UMB,50-59,355,88,267,339,2,14,0,355,0
2021-01-07,Pfizer/BioNTech,UMB,60-69,162,73,89,126,0,36,0,162,0
2021-01-07,Pfizer/BioNTech,UMB,70-79,53,26,27,3,1,49,0,53,0
2021-01-07,Pfizer/BioNTech,UMB,80-89,152,51,101,0,1,151,0,152,0
2021-01-07,Pfizer/BioNTech,UMB,90+,132,14,118,0,0,132,0,132,0
2021-01-07,Pfizer/BioNTech,VDA,20-29,24,10,14,0,24,0,0,24,0
2021-01-07,Pfizer/BioNTech,VDA,30-39,42,20,22,0,42,0,0,42,0
2021-01-07,Pfizer/BioNTech,VDA,40-49,75,26,49,0,75,0,0,75,0
2021-01-07,Pfizer/BioNTech,VDA,50-59,83,22,61,0,83,0,0,83,0
2021-01-07,Pfizer/BioNTech,VDA,60-69,40,25,15,0,40,0,0,40,0
2021-01-07,Pfizer/BioNTech,VDA,70-79,9,7,2,0,9,0,0,9,0
2021-01-07,Pfizer/BioNTech,VDA,80-89,1,0,1,0,1,0,0,1,0
2021-01-07,Pfizer/BioNTech,VDA,90+,1,1,0,0,1,0,0,1,0
2021-01-07,Pfizer/BioNTech,VEN,16-19,5,0,5,2,3,0,0,5,0
2021-01-07,Pfizer/BioNTech,VEN,20-29,816,246,570,763,53,0,0,816,0
2021-01-07,Pfizer/BioNTech,VEN,30-39,1089,337,752,983,104,2,0,1089,0
2021-01-07,Pfizer/BioNTech,VEN,40-49,1624,392,1232,1370,244,10,0,1624,0
2021-01-07,Pfizer/BioNTech,VEN,50-59,2226,563,1663,1788,406,32,0,2226,0
2021-01-07,Pfizer/BioNTech,VEN,60-69,810,358,452,596,103,111,0,810,0
2021-01-07,Pfizer/BioNTech,VEN,70-79,381,163,218,30,35,316,0,381,0
2021-01-07,Pfizer/BioNTech,VEN,80-89,769,186,583,4,33,732,0,769,0
2021-01-07,Pfizer/BioNTech,VEN,90+,597,60,537,1,2,594,0,597,0
2021-01-08,Pfizer/BioNTech,ABR,20-29,106,38,68,106,0,0,0,106,0
2021-01-08,Pfizer/BioNTech,ABR,30-39,277,94,183,271,6,0,0,277,0
2021-01-08,Pfizer/BioNTech,ABR,40-49,346,109,237,338,8,0,0,346,0
2021-01-08,Pfizer/BioNTech,ABR,50-59,453,132,321,440,13,0,0,453,0
2021-01-08,Pfizer/BioNTech,ABR,60-69,326,124,202,316,10,0,0,326,0
2021-01-08,Pfizer/BioNTech,ABR,70-79,15,8,7,14,1,0,0,15,0
2021-01-08,Pfizer/BioNTech,ABR,80-89,2,2,0,2,0,0,0,2,0
2021-01-08,Pfizer/BioNTech,BAS,20-29,25,8,17,18,7,0,0,25,0
2021-01-08,Pfizer/BioNTech,BAS,30-39,90,29,61,58,32,0,0,90,0
2021-01-08,Pfizer/BioNTech,BAS,40-49,97,29,68,45,51,1,0,97,0
2021-01-08,Pfizer/BioNTech,BAS,50-59,129,45,84,52,76,1,0,129,0
2021-01-08,Pfizer/BioNTech,BAS,60-69,156,92,64,81,72,3,0,156,0
2021-01-08,Pfizer/BioNTech,BAS,70-79,17,9,8,2,1,14,0,17,0
2021-01-08,Pfizer/BioNTech,BAS,80-89,23,4,19,0,0,23,0,23,0
2021-01-08,Pfizer/BioNTech,BAS,90+,18,4,14,0,0,18,0,18,0
2021-01-08,Pfizer/BioNTech,CAL,16-19,0,0,0,0,0,0,0,0,0
2021-01-08,Pfizer/BioNTech,CAL,20-29,56,23,33,46,10,0,0,56,0
2021-01-08,Pfizer/BioNTech,CAL,30-39,185,94,91,171,14,0,0,185,0
2021-01-08,Pfizer/BioNTech,CAL,40-49,271,111,160,237,34,0,0,271,0
2021-01-08,Pfizer/BioNTech,CAL,50-59,429,203,226,391,38,0,0,429,0
2021-01-08,Pfizer/BioNTech,CAL,60-69,324,179,145,302,22,0,0,324,0
2021-01-08,Pfizer/BioNTech,CAL,70-79,24,21,3,23,1,0,0,24,0
2021-01-08,Pfizer/BioNTech,CAL,80-89,1,1,0,1,0,0,0,1,0
2021-01-08,Pfizer/BioNTech,CAL,90+,0,0,0,0,0,0,0,0,0
2021-01-08,Pfizer/BioNTech,CAM,16-19,8,1,7,4,4,0,0,8,0
2021-01-08,Pfizer/BioNTech,CAM,20-29,1016,425,591,674,341,1,0,1016,0
2021-01-08,Pfizer/BioNTech,CAM,30-39,1773,825,948,1151,622,0,0,1773,0
2021-01-08,Pfizer/BioNTech,CAM,40-49,2259,946,1313,1393,861,5,0,2259,0
2021-01-08,Pfizer/BioNTech,CAM,50-59,2779,1237,1542,1804,965,10,0,2779,0
2021-01-08,Pfizer/BioNTech,CAM,60-69,2228,1327,901,1579,628,21,0,2228,0
2021-01-08,Pfizer/BioNTech,CAM,70-79,226,162,64,102,85,39,0,226,0
2021-01-08,Pfizer/BioNTech,CAM,80-89,107,34,73,9,19,79,0,107,0
2021-01-08,Pfizer/BioNTech,CAM,90+,59,10,49,0,2,57,0,59,0
2021-01-08,Pfizer/BioNTech,EMR,16-19,9,5,4,3,6,0,0,9,0
2021-01-08,Pfizer/BioNTech,EMR,20-29,1100,336,764,850,250,0,0,1100,0
2021-01-08,Pfizer/BioNTech,EMR,30-39,1732,618,1114,1321,410,1,0,1732,0
2021-01-08,Pfizer/BioNTech,EMR,40-49,2177,652,1525,1657,518,2,0,2177,0
2021-01-08,Pfizer/BioNTech,EMR,50-59,2657,687,1970,1888,749,20,0,2657,0
2021-01-08,Pfizer/BioNTech,EMR,60-69,1477,691,786,948,477,52,0,1477,0
2021-01-08,Pfizer/BioNTech,EMR,70-79,376,262,114,142,123,111,0,376,0
2021-01-08,Pfizer/BioNTech,EMR,80-89,314,98,216,12,27,275,0,314,0
2021-01-08,Pfizer/BioNTech,EMR,90+,263,38,225,2,16,245,0,263,0
2021-01-08,Pfizer/BioNTech,FVG,20-29,259,86,173,244,14,1,0,259,0
2021-01-08,Pfizer/BioNTech,FVG,30-39,341,134,207,300,40,1,0,341,0
2021-01-08,Pfizer/BioNTech,FVG,40-49,436,109,327,371,65,0,0,436,0
2021-01-08,Pfizer/BioNTech,FVG,50-59,555,133,422,454,90,11,0,555,0
2021-01-08,Pfizer/BioNTech,FVG,60-69,296,144,152,242,34,20,0,296,0
2021-01-08,Pfizer/BioNTech,FVG,70-79,123,81,42,52,10,61,0,123,0
2021-01-08,Pfizer/BioNTech,FVG,80-89,147,41,106,5,1,141,0,147,0
2021-01-08,Pfizer/BioNTech,FVG,90+,162,18,144,0,1,161,0,162,0
2021-01-08,Pfizer/BioNTech,LAZ,16-19,2,0,2,2,0,0,0,2,0
2021-01-08,Pfizer/BioNTech,LAZ,20-29,851,292,559,816,30,5,0,851,0
2021-01-08,Pfizer/BioNTech,LAZ,30-39,1328,503,825,1243,77,8,0,1328,0
2021-01-08,Pfizer/BioNTech,LAZ,40-49,1522,491,1031,1390,108,24,0,1522,0
2021-01-08,Pfizer/BioNTech,LAZ,50-59,1889,673,1216,1662,178,49,0,1889,0
2021-01-08,Pfizer/BioNTech,LAZ,60-69,1297,644,653,1107,99,91,0,1297,0
2021-01-08,Pfizer/BioNTech,LAZ,70-79,248,149,99,81,38,129,0,248,0
2021-01-08,Pfizer/BioNTech,LAZ,80-89,331,102,229,18,39,274,0,331,0
2021-01-08,Pfizer/BioNTech,LAZ,90+,221,26,195,5,3,213,0,221,0
2021-01-08,Pfizer/BioNTech,LIG,16-19,7,4,3,0,7,0,0,7,0
2021-01-08,Pfizer/BioNTech,LIG,20-29,187,63,124,114,72,1,0,187,0
2021-01-08,Pfizer/BioNTech,LIG,30-39,325,129,196,241,81,3,0,325,0
2021-01-08,Pfizer/BioNTech,LIG,40-49,509,165,344,364,129,16,0,509,0
2021-01-08,Pfizer/BioNTech,LIG,50-59,832,229,603,658,153,21,0,832,0
2021-01-08,Pfizer/BioNTech,LIG,60-69,464,216,248,352,95,17,0,464,0
2021-01-08,Pfizer/BioNTech,LIG,70-79,78,55,23,17,23,38,0,78,0
2021-01-08,Pfizer/BioNTech,LIG,80-89,129,38,91,2,5,122,0,129,0
2021-01-08,Pfizer/BioNTech,LIG,90+,121,15,106,0,1,120,0,121,0
2021-01-08,Pfizer/BioNTech,LOM,16-19,2,2,0,0,2,0,0,2,0
2021-01-08,Pfizer/BioNTech,LOM,20-29,1065,294,771,59,1006,0,0,1065,0
2021-01-08,Pfizer/BioNTech,LOM,30-39,2035,739,1296,179,1856,0,0,2035,0
2021-01-08,Pfizer/BioNTech,LOM,40-49,2626,734,1892,235,2391,0,0,2626,0
2021-01-08,Pfizer/BioNTech,LOM,50-59,3786,943,2843,382,3404,0,0,3786,0
2021-01-08,Pfizer/BioNTech,LOM,60-69,1527,654,873,162,1365,0,0,1527,0
2021-01-08,Pfizer/BioNTech,LOM,70-79,148,105,43,2,146,0,0,148,0
2021-01-08,Pfizer/BioNTech,LOM,80-89,84,29,55,0,84,0,0,84,0
2021-01-08,Pfizer/BioNTech,LOM,90+,71,10,61,0,71,0,0,71,0
2021-01-08,Pfizer/BioNTech,MAR,20-29,161,56,105,133,28,0,0,161,0
2021-01-08,Pfizer/BioNTech,MAR,30-39,316,126,190,256,60,0,0,316,0
2021-01-08,Pfizer/BioNTech,MAR,40-49,388,129,259,296,92,0,0,388,0
2021-01-08,Pfizer/BioNTech,MAR,50-59,436,129,307,315,121,0,0,436,0
2021-01-08,Pfizer/BioNTech,MAR,60-69,229,107,122,185,44,0,0,229,0
2021-01-08,Pfizer/BioNTech,MAR,70-79,40,38,2,37,3,0,0,40,0
2021-01-08,Pfizer/BioNTech,MAR,80-89,3,2,1,3,0,0,0,3,0
2021-01-08,Pfizer/BioNTech,MAR,90+,1,1,0,1,0,0,0,1,0
2021-01-08,Pfizer/BioNTech,MOL,16-19,1,0,1,0,1,0,0,1,0
2021-01-08,Pfizer/BioNTech,MOL,20-29,6,3,3,2,3,1,0,6,0
2021-01-08,Pfizer/BioNTech,MOL,30-39,30,12,18,20,8,2,0,30,0
2021-01-08,Pfizer/BioNTech,MOL,40-49,61,21,40,41,18,2,0,61,0
2021-01-08,Pfizer/BioNTech,MOL,50-59,119,36,83,86,29,4,0,119,0
2021-01-08,Pfizer/BioNTech,MOL,60-69,102,44,58,81,13,8,0,102,0
2021-01-08,Pfizer/BioNTech,MOL,70-79,10,3,7,2,1,7,0,10,0
2021-01-08,Pfizer/BioNTech,MOL,80-89,49,15,34,0,1,48,0,49,0
2021-01-08,Pfizer/BioNTech,MOL,90+,48,7,41,0,0,48,0,48,0
2021-01-08,Pfizer/BioNTech,PAB,16-19,2,0,2,0,2,0,0,2,0
2021-01-08,Pfizer/BioNTech,PAB,20-29,115,38,77,55,60,0,0,115,0
2021-01-08,Pfizer/BioNTech,PAB,30-39,177,61,116,84,93,0,0,177,0
2021-01-08,Pfizer/BioNTech,PAB,40-49,326,85,241,148,178,0,0,326,0
2021-01-08,Pfizer/BioNTech,PAB,50-59,394,119,275,167,223,4,0,394,0
